OverTime,Age,MonthlyIncome,TotalWorkingYears,JobSatisfaction,YearsAtCompany,EnvironmentSatisfaction,WorkLifeBalance,JobLevel,RelationshipSatisfaction,DistanceFromHome,YearsInCurrentRole,MaritalStatus,YearsWithCurrManager,NumCompaniesWorked,StockOptionLevel,DailyRate,JobInvolvement,YearsSinceLastPromotion,JobRole,HourlyRate,PercentSalaryHike,MonthlyRate,TrainingTimesLastYear,EducationField,Education,Gender,cat_BusinessTravel,ord_Department,BusinessTravel,Department,PerformanceRating
0,27,2279,7,2,7,4,2,1,4,9,7,2,3,1,0,894,3,0,6,99,16,11781,2,3,3,0,1.0,2.0,2,1,3
1,35,5916,8,3,1,2,3,2,1,23,0,1,1,3,0,556,2,0,4,50,13,15497,1,1,2,1,1.0,2.0,2,1,3
0,43,2089,7,4,5,4,4,1,4,7,4,0,2,4,3,1344,4,2,6,37,14,5228,3,3,3,1,3.0,2.0,0,1,3
0,45,16792,22,4,20,1,3,4,4,2,8,1,8,9,1,1195,2,11,3,65,23,20462,1,3,2,1,3.0,2.0,0,1,4
1,37,3564,8,1,8,2,2,1,1,21,7,1,7,1,1,290,4,1,6,65,12,22977,3,1,3,1,1.0,2.0,2,1,3
0,35,4425,10,2,6,2,3,2,4,2,2,2,2,5,0,138,3,1,2,37,11,15986,5,3,3,0,2.0,2.0,1,1,3
0,42,5265,11,3,5,3,3,2,2,21,3,0,2,2,1,926,3,0,4,36,16,16439,5,3,2,0,3.0,2.0,0,1,3
0,38,6553,14,3,1,4,3,2,2,2,0,1,0,9,0,1261,3,0,4,88,14,7259,3,1,4,1,1.0,2.0,2,1,3
0,38,6261,9,4,7,4,1,2,1,29,7,1,7,3,1,1084,3,1,4,54,18,4185,3,5,3,1,1.0,2.0,2,1,3
0,27,4298,6,1,2,3,3,2,3,1,2,1,0,5,1,472,2,2,4,60,19,9679,1,5,1,1,2.0,2.0,1,1,3
1,49,6804,7,4,7,4,3,2,1,18,7,0,7,1,2,1002,3,1,4,92,15,23793,0,1,4,1,3.0,2.0,0,1,3
1,34,3815,5,3,5,4,4,1,4,10,3,0,0,1,1,878,3,2,6,43,17,5972,4,3,4,1,2.0,2.0,1,1,3
1,40,2741,15,4,7,3,4,2,3,19,2,1,7,8,1,905,3,3,2,99,15,16523,2,3,2,1,1.0,2.0,2,1,3
1,38,6673,17,1,1,2,3,2,2,29,0,1,0,7,0,1180,3,0,0,70,19,11354,2,3,1,1,1.0,2.0,2,1,3
0,29,7639,10,4,10,2,2,3,4,27,4,1,9,1,3,121,3,1,7,35,22,24525,3,2,3,0,1.0,1.0,2,2,4
1,22,2328,4,2,4,4,2,1,1,5,2,0,2,1,1,1136,4,2,6,60,16,12392,2,1,3,1,1.0,2.0,2,1,3
0,36,2153,8,4,8,2,3,1,1,18,1,2,7,1,0,635,3,1,2,73,13,7703,2,3,1,0,2.0,2.0,1,1,3
0,40,4876,5,4,3,4,1,2,4,9,2,1,2,9,1,1151,2,0,0,63,14,14242,5,1,5,1,3.0,2.0,0,1,3
0,46,9396,17,1,4,4,3,3,3,1,2,0,3,7,1,644,3,0,0,97,16,12368,3,3,4,1,1.0,2.0,2,1,3
0,32,10400,14,4,14,4,2,3,3,4,8,1,8,1,0,1045,1,9,7,32,11,25812,2,3,4,1,1.0,1.0,2,2,3
0,30,8474,12,3,11,3,3,3,3,1,8,2,8,1,0,829,2,5,4,88,22,20925,2,1,1,1,3.0,2.0,0,1,4
0,27,9981,7,3,7,4,3,2,4,20,7,2,7,1,0,1242,3,0,7,90,14,12916,2,1,3,0,2.0,1.0,1,2,3
0,51,12490,16,2,10,2,1,3,4,8,9,1,7,5,2,1469,2,4,5,81,16,15736,5,1,4,1,1.0,2.0,2,1,3
1,30,2657,8,1,5,4,3,1,3,3,2,2,4,5,0,1005,3,0,6,88,11,8556,5,5,3,0,1.0,2.0,2,1,3
1,41,13591,16,4,1,4,3,3,3,6,0,2,0,3,0,896,3,0,3,75,18,14674,3,1,3,0,1.0,1.0,2,2,3
0,30,6696,9,1,6,3,2,2,3,26,3,2,1,5,0,334,2,0,7,52,15,22967,5,2,4,0,2.0,1.0,1,2,3
0,29,2058,7,3,6,3,2,1,4,1,2,2,5,0,0,992,3,1,6,85,14,19757,1,5,3,1,1.0,2.0,2,1,3
0,45,8865,23,4,19,4,3,3,4,6,7,2,8,6,0,1052,2,12,7,57,12,16840,2,3,3,0,3.0,1.0,0,2,3
0,54,5940,16,1,6,4,3,2,4,3,2,1,5,2,1,1147,3,0,7,52,14,17011,4,2,3,0,1.0,1.0,2,2,3
0,36,5914,16,2,13,4,4,2,4,5,11,2,7,8,0,1396,3,3,2,62,16,9945,3,1,2,1,1.0,2.0,2,1,3
0,33,2622,7,2,3,3,3,1,4,4,2,1,1,6,0,147,2,1,6,47,21,13248,3,3,4,0,1.0,2.0,2,1,4
1,37,12185,10,4,10,2,3,3,3,11,8,0,7,1,3,663,3,0,5,47,14,10056,1,4,3,1,2.0,2.0,1,1,3
0,38,10609,17,3,16,1,2,3,3,3,10,0,13,0,2,119,3,5,7,76,12,9647,6,1,3,1,1.0,1.0,2,2,3
0,31,4345,6,3,5,3,3,2,4,1,4,1,4,0,1,979,1,1,4,90,12,4381,2,3,4,1,3.0,2.0,0,1,3
0,59,2177,7,4,1,3,3,1,1,3,0,1,0,3,1,142,2,0,6,70,17,8456,6,1,3,1,1.0,2.0,2,1,3
0,37,2793,13,4,9,1,3,1,3,4,8,0,8,4,1,319,3,5,8,41,17,2539,2,2,4,1,2.0,1.0,1,2,3
0,29,7918,11,4,11,2,3,3,4,1,10,1,1,1,1,1413,3,4,7,42,14,6599,5,3,1,0,2.0,1.0,1,2,3
0,35,8789,10,3,10,3,4,3,1,1,7,2,8,1,0,944,3,0,7,92,14,9096,3,2,3,0,2.0,1.0,1,2,3
1,29,2389,4,4,4,3,2,1,3,18,3,2,1,1,0,896,2,0,6,86,13,14961,3,3,1,1,1.0,2.0,2,1,3
0,52,3212,6,4,2,3,2,1,2,2,2,2,2,7,0,1323,2,2,2,89,15,3300,3,1,3,0,1.0,2.0,2,1,3
0,42,19232,22,4,22,3,3,5,4,4,17,1,15,1,0,532,3,11,3,58,11,4933,3,5,2,1,1.0,2.0,2,1,3
0,59,2267,7,3,2,2,2,1,4,6,2,1,2,8,0,818,3,2,1,52,17,25657,2,3,2,1,1.0,3.0,2,0,3
0,50,19517,32,4,7,4,2,5,3,1,0,0,6,3,1,854,3,0,3,68,11,24118,3,3,4,0,1.0,1.0,2,2,3
1,33,2436,8,4,5,3,1,1,3,14,4,1,4,5,1,813,3,0,2,58,13,22149,2,3,3,1,1.0,2.0,2,1,3
1,43,16064,22,4,17,4,3,4,3,16,13,1,9,5,1,1034,3,1,3,80,22,7744,3,2,3,0,1.0,1.0,2,2,4
0,33,2707,13,1,9,1,4,1,1,2,7,1,7,7,0,465,3,1,2,39,20,21509,3,1,2,0,1.0,2.0,2,1,4
1,52,19068,33,3,33,1,4,5,4,2,7,2,12,1,0,771,2,15,3,79,18,21030,2,1,4,1,3.0,1.0,0,2,3
0,32,3931,6,2,4,3,3,1,1,4,3,1,2,2,1,1401,3,1,8,56,11,20990,5,1,2,0,1.0,1.0,2,2,3
1,32,3730,4,3,3,4,1,1,4,1,2,2,2,0,0,515,2,1,2,62,14,9571,2,1,3,1,1.0,2.0,2,1,3
0,39,2232,7,3,3,3,3,1,3,1,2,0,2,7,3,1431,3,1,2,96,14,15417,1,3,4,0,1.0,2.0,2,1,3
0,32,4465,4,4,3,3,3,2,1,26,2,1,2,0,0,976,3,2,7,100,18,12069,2,2,4,1,3.0,1.0,0,2,3
0,41,3072,17,1,1,3,2,2,1,19,0,0,0,2,2,1411,3,0,6,36,16,19877,2,1,2,1,1.0,2.0,2,1,3
0,40,3319,9,4,9,1,3,2,1,24,8,0,7,1,2,1300,3,4,6,62,17,24447,3,5,2,1,1.0,2.0,2,1,3
0,45,19202,25,4,24,3,3,5,3,1,0,1,7,0,1,252,4,1,3,70,11,15970,2,4,3,1,1.0,2.0,2,1,3
0,31,13675,9,3,2,2,3,3,1,3,2,0,2,9,1,1327,3,2,5,73,12,13523,3,3,4,1,2.0,2.0,1,1,3
0,33,2911,2,4,2,3,2,1,3,5,2,1,2,1,1,832,2,0,6,63,13,14776,2,1,4,0,1.0,2.0,2,1,3
0,34,5957,13,1,11,4,3,2,2,2,9,1,9,6,1,470,2,5,4,84,13,23687,3,1,4,1,1.0,2.0,2,1,3
0,37,3920,17,1,3,3,2,1,1,1,1,1,2,2,1,1017,2,0,6,83,14,18697,2,3,2,0,1.0,2.0,2,1,3
0,45,6434,9,3,3,1,3,2,4,7,2,1,2,4,1,1199,4,0,4,77,17,5118,1,1,4,1,2.0,2.0,1,1,3
0,37,10048,17,3,1,1,3,3,2,10,0,0,0,6,2,504,3,0,4,61,11,22573,5,3,3,1,2.0,2.0,1,1,3
0,39,10938,20,3,19,3,3,3,4,2,6,2,8,0,0,505,3,11,0,64,25,6420,1,5,4,0,2.0,2.0,1,1,4
0,29,2340,6,4,6,3,3,1,1,15,5,2,5,1,0,665,3,1,6,60,19,22673,1,1,3,1,1.0,2.0,2,1,3
1,42,6545,10,1,3,4,3,2,3,17,2,2,2,3,0,916,4,0,6,82,13,23016,1,1,2,0,1.0,2.0,2,1,3
0,29,6931,10,4,3,4,3,2,4,20,2,0,2,2,1,1247,3,0,7,45,14,10732,2,2,2,1,1.0,1.0,2,2,3
0,25,4898,5,3,4,1,3,2,4,1,2,1,2,0,2,685,3,1,4,62,12,7505,3,1,3,0,1.0,2.0,2,1,3
1,42,2593,10,1,9,4,3,1,3,2,6,0,8,0,1,269,2,7,2,56,11,8007,4,3,3,0,1.0,2.0,2,1,3
0,40,19436,22,3,21,1,3,5,4,2,7,0,9,0,1,1416,3,3,5,49,19,5949,5,3,2,1,1.0,2.0,2,1,3
0,51,2723,1,4,1,3,2,1,2,1,0,1,0,1,0,833,3,0,6,96,11,23231,0,1,3,1,1.0,2.0,2,1,3
0,31,3479,6,2,5,3,4,1,2,29,4,2,4,0,0,307,2,1,2,71,11,11652,2,3,2,1,2.0,2.0,1,1,3
0,32,2794,5,2,5,2,1,1,3,7,1,1,3,1,0,1311,4,0,2,100,20,26062,3,1,3,1,2.0,2.0,1,1,4
0,38,5249,13,4,8,4,3,2,4,2,7,1,5,3,1,1327,2,7,7,39,18,19682,0,1,2,1,3.0,1.0,0,2,3
0,32,2176,9,1,6,4,3,2,4,2,2,2,4,4,0,128,2,0,2,84,13,19737,5,5,1,1,1.0,2.0,2,1,3
1,46,16872,28,2,7,3,2,4,2,2,7,1,7,3,1,488,1,7,3,75,12,14977,2,5,3,0,1.0,1.0,2,2,3
0,28,3485,5,3,0,1,1,1,3,2,0,2,0,2,0,529,3,0,2,79,11,14935,5,1,4,1,1.0,2.0,2,1,3
0,29,6644,10,2,0,1,3,2,2,2,0,1,0,2,2,1210,2,0,7,78,19,3687,2,3,3,1,1.0,1.0,2,2,3
0,31,5582,10,4,9,2,3,2,2,23,0,1,8,0,1,1463,2,7,0,64,21,14408,2,3,3,1,1.0,2.0,2,1,4
0,25,4000,6,1,6,2,3,2,4,5,3,0,5,1,2,675,4,1,0,85,12,18384,2,1,2,1,3.0,2.0,0,1,3
1,45,13496,21,4,20,3,3,4,2,20,7,1,10,0,0,1385,3,4,0,79,14,7501,2,3,2,1,1.0,2.0,2,1,3
0,36,3210,16,4,15,4,3,1,3,6,13,1,11,0,1,1403,3,10,2,47,11,20251,4,1,3,1,1.0,2.0,2,1,3
1,55,19045,37,1,36,4,3,5,3,1,10,2,13,0,0,452,3,4,3,81,14,18938,2,3,3,1,1.0,2.0,2,1,3
1,47,11849,10,2,10,1,2,3,4,29,7,1,9,1,1,666,3,9,3,88,12,10268,2,1,4,1,3.0,2.0,0,1,3
0,28,2070,5,4,5,4,2,1,4,9,2,1,4,1,1,1158,3,0,6,94,23,2613,3,3,3,1,1.0,2.0,2,1,4
0,37,6502,7,4,5,3,4,2,2,6,4,1,1,4,1,228,3,0,7,98,14,22825,5,3,4,1,1.0,1.0,2,2,3
0,21,3230,3,3,3,4,4,1,1,3,2,2,0,1,0,996,2,1,6,100,17,10531,4,3,2,1,1.0,2.0,2,1,3
1,37,13603,15,4,5,1,3,3,1,1,2,0,2,2,2,728,3,0,5,80,18,11677,2,3,4,0,3.0,2.0,0,1,3
0,35,11996,10,2,7,2,2,3,2,22,7,0,2,7,1,1315,4,6,3,71,18,19100,6,1,3,0,1.0,2.0,2,1,3
1,38,5605,8,1,8,1,3,2,3,7,0,0,7,1,1,322,4,7,7,44,24,19191,3,3,2,0,1.0,1.0,2,2,4
0,26,6397,6,2,6,3,1,2,1,1,5,0,4,1,1,1479,3,1,4,84,20,26767,6,1,3,0,2.0,2.0,1,1,4
0,50,19144,28,2,10,1,2,5,1,4,4,0,6,3,2,797,3,1,5,96,14,15815,4,1,1,1,1.0,2.0,2,1,3
1,53,17584,21,3,5,3,2,4,4,3,3,1,3,3,3,1070,3,1,5,45,16,21016,5,3,4,1,1.0,2.0,2,1,3
0,42,4907,20,3,20,2,3,2,3,1,16,1,6,1,0,635,3,11,7,99,25,24532,3,1,1,1,1.0,1.0,2,2,4
0,29,4554,10,4,10,2,2,2,1,2,7,2,9,1,0,442,3,0,7,44,18,20260,3,1,2,1,2.0,1.0,1,2,3
1,55,5415,12,4,10,2,3,2,4,20,7,1,8,3,1,147,3,0,2,37,19,15972,4,5,2,1,1.0,2.0,2,1,3
1,26,4741,5,1,5,1,3,2,3,11,3,1,3,1,1,496,3,3,0,60,13,22722,3,3,2,1,2.0,2.0,1,1,3
0,37,2115,17,4,17,4,3,1,2,1,12,2,7,1,0,1372,3,5,6,42,12,15881,3,1,3,0,1.0,2.0,2,1,3
1,44,3161,19,3,1,4,1,1,4,24,0,0,0,3,1,920,3,0,2,43,22,19920,0,1,3,1,2.0,2.0,1,1,4
0,38,5745,10,4,2,4,3,2,2,23,2,0,2,9,1,688,3,1,0,82,14,18899,2,1,4,1,1.0,2.0,2,1,3
1,26,2373,5,2,3,1,3,1,4,16,2,0,2,2,1,1449,3,0,2,45,13,14180,2,3,4,1,1.0,2.0,2,1,3
0,28,3310,5,4,5,4,3,1,4,8,3,2,2,1,0,1117,3,0,6,66,21,4488,3,1,2,0,1.0,2.0,2,1,4
1,49,18665,22,1,3,3,3,5,4,10,2,2,2,9,0,636,3,1,5,35,11,25594,4,1,4,0,2.0,2.0,1,1,3
0,36,4485,10,2,8,3,3,2,4,3,0,2,7,4,0,506,3,7,6,30,12,26285,2,5,3,1,1.0,2.0,2,1,3
0,31,2789,2,2,2,4,2,1,3,5,2,0,2,1,1,444,3,2,8,84,11,3909,5,2,3,0,2.0,1.0,1,2,3
1,26,5828,8,4,8,4,3,2,2,4,7,2,4,1,0,950,2,7,7,48,12,8450,0,2,4,1,1.0,1.0,2,2,3
1,37,2326,4,4,4,2,2,1,3,9,2,1,2,1,3,889,3,1,6,53,12,11411,3,3,3,1,2.0,2.0,1,1,3
0,42,13525,23,2,20,3,4,4,4,26,4,1,8,5,1,555,3,4,7,77,14,14864,2,2,3,0,2.0,1.0,1,2,3
0,18,1420,0,3,0,3,3,1,3,3,0,2,0,1,0,230,3,0,2,54,13,25233,2,1,3,1,1.0,2.0,2,1,3
0,35,8020,12,2,11,3,2,3,3,16,9,1,9,0,2,1232,3,6,7,96,15,5100,3,2,3,1,1.0,1.0,2,2,3
0,36,3688,4,4,1,3,3,1,4,18,0,1,0,4,2,566,4,0,2,81,18,7122,2,1,4,1,2.0,2.0,1,1,3
0,51,5482,13,2,4,4,3,2,4,2,1,0,2,5,1,1302,1,1,4,84,18,16321,3,3,3,1,1.0,2.0,2,1,3
0,41,16015,22,2,22,4,3,4,2,2,10,2,4,1,0,334,3,0,3,88,19,15896,2,1,4,1,1.0,1.0,2,2,3
0,18,1200,0,3,0,4,3,1,1,10,0,2,0,1,0,812,2,0,8,69,12,9724,2,3,3,0,1.0,1.0,2,2,3
0,28,5661,9,1,8,2,3,2,3,16,3,2,7,0,0,1476,4,0,0,68,19,4824,2,3,2,1,1.0,2.0,2,1,3
0,31,6929,10,4,8,2,2,2,2,7,7,1,7,4,1,218,4,7,7,100,11,12241,3,5,3,1,1.0,1.0,2,2,3
0,39,9613,19,4,18,3,2,3,1,1,10,0,7,0,3,1132,4,3,0,48,17,10942,5,3,3,1,1.0,2.0,2,1,3
0,36,5674,11,2,9,2,3,2,3,24,8,1,8,7,1,1105,3,0,2,47,15,6927,3,1,4,0,3.0,2.0,0,1,3
0,32,5484,13,3,13,4,2,2,3,7,8,1,8,1,1,906,2,4,7,91,14,16985,3,1,3,1,1.0,1.0,2,2,3
0,38,12061,19,2,10,1,3,3,3,25,8,1,1,3,1,849,2,0,5,81,17,26707,2,1,2,0,1.0,2.0,2,1,3
1,58,5660,12,3,5,4,3,2,4,1,3,0,2,2,1,390,1,1,0,32,13,17056,2,1,4,1,3.0,2.0,0,1,3
1,31,4821,6,4,5,3,3,1,3,5,2,1,3,0,1,691,3,0,6,86,12,10077,4,5,4,1,1.0,2.0,2,1,3
0,31,6410,9,1,2,1,3,2,4,2,2,1,0,3,0,106,2,1,1,62,12,17822,1,0,3,1,1.0,3.0,2,0,3
0,45,5210,24,1,24,1,3,3,1,7,9,0,11,1,1,1249,3,9,2,97,18,20308,2,1,3,1,2.0,2.0,1,1,3
1,31,2695,3,4,2,3,1,1,2,2,2,0,2,0,1,192,3,2,6,32,18,7747,2,1,4,1,1.0,2.0,2,1,3
0,33,11878,12,2,10,4,3,3,2,5,6,1,8,6,2,553,3,8,3,74,11,23364,2,1,4,0,2.0,2.0,1,1,3
1,39,17068,21,1,21,3,3,4,4,10,9,1,10,1,0,117,3,11,3,99,14,5355,3,3,1,1,1.0,2.0,2,1,3
0,43,2455,9,4,8,3,3,1,1,10,7,2,7,0,0,185,3,1,2,33,19,10675,5,1,4,0,2.0,2.0,1,1,3
1,49,13964,25,3,7,3,3,4,4,1,1,2,7,7,0,1091,2,0,0,90,12,17810,2,5,2,0,1.0,2.0,2,1,3
0,52,4941,11,2,8,3,2,2,1,8,2,1,7,2,0,723,2,7,6,85,15,17747,3,3,4,1,1.0,2.0,2,1,3
1,27,2478,4,2,4,3,2,1,2,5,3,2,2,1,0,1220,3,1,6,85,12,20938,2,1,3,0,1.0,2.0,2,1,3
1,32,5228,13,2,13,3,3,2,4,8,12,1,9,1,0,588,2,11,7,65,11,24624,2,5,2,0,1.0,1.0,2,2,3
1,27,4478,5,3,5,4,3,2,1,2,4,2,4,1,0,1377,3,0,7,74,11,5242,3,1,3,1,1.0,1.0,2,2,3
0,31,7547,13,4,7,4,3,2,4,7,7,0,7,4,3,691,3,1,7,73,12,7143,3,2,3,1,1.0,1.0,2,2,3
0,32,5055,10,4,7,1,2,2,3,2,7,2,7,7,0,1018,4,0,6,74,16,10557,0,3,4,0,1.0,2.0,2,1,3
1,28,3464,5,4,3,1,2,1,4,2,2,1,2,5,0,1157,1,2,6,84,13,24737,4,3,4,1,1.0,2.0,2,1,3
0,30,5775,11,4,10,4,3,2,4,28,8,1,9,1,2,1275,3,1,6,64,13,11934,2,3,2,0,1.0,2.0,2,1,3
0,31,8943,10,3,10,3,3,3,1,7,9,1,9,1,1,798,2,8,4,48,24,14034,2,1,2,0,2.0,2.0,1,1,4
0,39,19272,21,4,21,3,3,5,1,7,9,1,3,1,1,672,2,13,3,54,15,21141,2,3,2,1,2.0,2.0,1,1,3
1,39,5238,12,3,1,4,2,2,1,3,0,1,0,4,0,1162,3,0,7,41,18,17778,3,3,2,0,1.0,1.0,2,2,3
0,33,4682,9,4,7,2,2,2,3,10,7,2,1,3,0,508,2,0,7,46,14,4317,6,2,3,1,2.0,1.0,1,2,3
0,47,18300,21,3,3,4,3,5,2,5,2,1,1,4,1,1482,3,1,5,42,11,16375,2,1,5,1,1.0,2.0,2,1,3
0,43,5257,9,3,9,3,4,2,2,10,7,0,0,1,1,559,2,0,2,82,11,6227,3,1,4,0,2.0,2.0,1,1,3
1,27,6349,6,2,5,3,3,2,4,1,4,1,4,0,1,210,3,1,7,73,13,22107,0,2,1,1,3.0,1.0,0,2,3
0,54,4869,20,3,4,4,2,2,4,20,3,2,3,3,0,928,3,0,6,31,12,16885,4,1,4,0,2.0,2.0,1,1,3
0,43,9985,10,1,1,3,2,3,1,7,0,1,0,8,1,1001,3,0,0,43,16,9262,1,1,3,0,1.0,2.0,2,1,3
0,45,3697,12,4,10,4,3,2,1,8,9,1,8,9,2,549,3,9,6,75,14,9278,3,4,4,1,1.0,2.0,2,1,3
1,40,7457,6,4,4,2,2,2,3,1,3,1,2,2,3,1124,1,0,7,57,22,13273,2,3,2,1,1.0,1.0,2,2,4
1,29,2119,7,1,7,2,2,1,4,8,7,1,7,1,0,318,1,0,2,77,11,4759,4,4,4,1,1.0,2.0,2,1,3
0,29,3983,4,4,3,2,3,1,3,9,2,2,2,0,0,738,2,2,2,30,17,7621,2,4,5,1,1.0,2.0,2,1,3
0,30,6118,10,3,10,4,3,2,3,5,9,0,2,1,3,570,2,1,7,30,13,5431,2,2,3,0,1.0,1.0,2,2,3
0,27,6214,8,2,8,2,3,2,1,8,7,1,7,1,1,1130,3,0,7,56,18,3415,3,2,4,0,1.0,1.0,2,2,3
0,37,6347,8,4,6,4,2,2,3,5,2,0,4,7,2,1192,3,0,4,61,16,23177,2,3,2,1,1.0,2.0,2,1,3
1,38,11510,12,4,11,3,3,3,2,15,10,0,9,0,1,343,2,2,5,92,14,15682,3,1,2,1,1.0,2.0,2,1,3
1,31,7143,11,4,11,3,2,3,3,7,9,2,10,1,0,1232,3,4,4,39,14,25713,2,3,4,0,1.0,2.0,2,1,3
1,29,8268,7,2,7,4,3,2,1,10,7,0,7,1,2,144,2,1,7,39,14,11866,2,2,1,0,1.0,1.0,2,2,3
0,35,8095,17,2,16,3,3,3,4,5,6,2,13,0,0,1296,3,0,4,62,13,18264,5,5,4,1,1.0,2.0,2,1,3
0,23,2904,4,4,4,3,2,1,3,26,2,0,2,1,2,1309,3,0,6,83,12,16092,2,1,1,1,1.0,2.0,2,1,3
1,41,6032,8,2,5,4,3,2,4,6,4,2,2,6,0,483,2,1,4,95,15,10110,3,3,3,1,1.0,2.0,2,1,3
0,47,2976,5,3,0,2,3,2,1,4,0,2,0,3,0,1309,3,0,8,99,19,25751,3,3,1,1,2.0,1.0,1,2,3
0,42,15992,16,4,1,1,3,4,2,23,0,2,0,2,0,810,3,0,5,44,14,15901,2,1,5,0,1.0,2.0,2,1,3
0,29,4649,4,3,4,4,2,2,1,2,3,1,2,1,1,746,3,0,7,61,14,16928,3,1,3,1,3.0,1.0,0,2,3
1,42,2696,4,3,3,3,3,1,3,2,2,0,0,0,1,544,3,1,1,52,11,24017,5,5,1,1,1.0,3.0,2,0,3
0,32,2370,8,2,8,3,3,1,3,2,0,1,7,1,1,1062,3,0,2,75,13,3956,4,3,3,0,1.0,2.0,2,1,3
0,48,12504,15,3,0,1,1,3,2,29,0,1,0,3,1,530,3,0,3,91,21,23978,3,3,1,0,1.0,1.0,2,2,4
1,37,5974,13,1,7,3,3,2,1,6,7,0,7,4,2,1319,4,6,6,51,13,17001,2,3,3,1,1.0,2.0,2,1,3
1,30,4736,4,3,2,4,4,2,2,25,2,1,2,7,1,641,3,2,7,85,12,6069,2,5,2,0,3.0,1.0,0,2,3
0,26,5296,8,3,8,3,3,2,2,1,7,1,7,1,1,933,3,7,7,57,17,20156,3,1,3,1,1.0,1.0,2,2,3
0,42,6781,14,4,1,1,3,2,2,2,0,2,0,3,0,1332,2,0,0,98,23,17078,6,4,4,1,1.0,2.0,2,1,4
1,21,2174,3,2,3,1,3,1,3,1,2,2,2,1,0,756,2,1,8,99,11,9150,3,5,1,0,2.0,1.0,1,2,3
0,36,6653,7,4,1,4,3,2,2,1,0,2,0,4,0,845,3,0,7,45,15,15276,6,3,5,0,3.0,1.0,0,2,3
0,36,9699,16,4,13,1,3,3,1,3,9,1,12,4,1,541,2,1,7,48,11,7246,2,3,4,1,2.0,1.0,1,2,3
0,57,6755,15,3,3,4,3,2,3,1,2,1,2,2,0,593,3,1,0,88,11,2967,2,3,4,1,1.0,2.0,2,1,3
1,40,2213,10,3,7,4,3,1,3,10,7,1,7,3,1,1171,4,1,2,46,13,22495,3,1,4,0,1.0,2.0,2,1,3
0,21,2610,3,4,3,1,2,1,3,9,2,2,2,1,0,895,3,2,8,39,24,2851,3,3,2,1,3.0,1.0,0,2,4
1,33,2851,1,3,1,4,3,1,2,5,0,2,0,1,0,350,3,0,8,34,13,9150,2,2,3,0,1.0,1.0,2,2,3
0,37,3452,17,1,5,3,3,1,2,10,4,1,3,6,1,921,3,0,2,98,20,17663,3,3,3,0,1.0,2.0,2,1,4
0,46,5258,7,3,1,3,4,2,3,7,0,1,0,2,0,1144,3,0,4,30,14,16044,2,3,4,0,3.0,2.0,0,1,3
0,41,9355,8,2,8,1,3,2,3,4,7,2,7,1,0,143,3,7,7,56,18,9558,5,2,3,1,2.0,1.0,1,2,3
0,50,10496,20,4,4,4,3,3,4,10,3,2,3,6,0,1046,2,1,0,100,15,2755,2,5,3,1,1.0,2.0,2,1,3
1,40,6380,8,3,6,3,3,2,1,22,4,1,0,2,2,575,2,1,7,68,12,6110,6,2,2,1,1.0,1.0,2,2,3
1,31,2657,3,2,2,3,3,1,4,9,2,2,2,0,0,408,2,2,6,42,16,7551,5,1,4,1,1.0,2.0,2,1,3
0,21,2716,1,2,1,3,3,1,4,12,0,2,0,1,0,156,4,0,8,90,15,25422,0,1,3,0,1.0,1.0,2,2,3
0,29,2201,6,4,3,4,3,1,4,23,2,2,2,9,0,1283,3,1,6,54,16,18168,4,1,3,1,1.0,2.0,2,1,3
0,35,6540,10,2,1,3,3,2,3,9,1,2,0,9,0,755,2,0,0,97,19,19394,5,1,4,1,1.0,2.0,2,1,3
0,27,3816,5,2,5,4,3,1,2,1,2,0,4,1,1,1469,3,0,2,82,11,17881,2,3,2,1,1.0,2.0,2,1,3
0,28,5253,7,4,7,2,3,2,4,9,5,2,7,1,0,304,3,0,7,92,16,20750,1,1,4,1,1.0,1.0,2,2,3
0,49,10965,26,3,5,2,3,3,3,7,2,2,0,8,0,1261,2,0,0,31,24,12066,2,4,3,1,1.0,2.0,2,1,4
0,51,4936,18,4,7,3,2,2,3,14,7,1,7,4,1,1178,3,0,7,87,11,14862,2,1,2,0,1.0,1.0,2,2,3
0,36,2543,6,3,2,4,3,1,2,2,2,1,2,4,1,329,3,2,6,96,13,11868,3,1,3,0,1.0,2.0,2,1,3
1,34,5304,9,4,5,1,2,2,2,19,2,2,4,8,0,1362,4,0,7,67,13,4652,3,2,3,1,3.0,1.0,0,2,3
1,55,16659,30,4,5,3,3,4,3,2,4,2,2,2,0,1311,3,1,3,97,13,23258,2,1,3,0,1.0,2.0,2,1,3
1,24,4260,5,3,5,4,4,2,4,10,2,0,3,1,1,1371,3,0,7,77,12,5915,2,2,4,0,1.0,1.0,2,2,3
0,30,2476,1,2,1,3,3,1,1,2,0,1,0,1,1,202,3,0,8,72,18,17434,3,5,1,1,1.0,1.0,2,2,3
0,26,3102,7,1,6,3,3,1,3,3,4,2,4,0,0,575,3,0,6,73,22,6582,2,5,1,1,2.0,2.0,1,1,4
0,22,2244,2,2,2,1,3,1,4,11,1,1,2,1,1,253,3,1,6,43,13,24440,1,3,3,0,1.0,2.0,2,1,3
0,36,7596,10,3,10,2,3,3,2,2,9,1,0,1,2,164,2,9,7,61,13,3809,2,3,2,1,1.0,1.0,2,2,3
1,30,2285,3,4,1,3,3,1,3,4,0,2,0,9,0,464,3,0,6,40,23,3427,4,5,3,1,2.0,2.0,1,1,4
